0000	0.49859
0001	0.47839
0002	0.46572
0003	0.4502
0004	0.42538
0005	0.40052
0006	0.37577
0007	0.35986
0008	0.34922
0009	0.34208
0010	0.33681
0011	0.33173
0012	0.32643
0013	0.32404
0014	0.31971
0015	0.315
0016	0.31298
0017	0.30797
0018	0.30506
0019	0.29856
0020	0.29423
0021	0.29364
0022	0.28809
0023	0.28283
0024	0.27792
0025	0.271
0026	0.26942
0027	0.26281
0028	0.26193
0029	0.25384
0030	0.24585
0031	0.24147
0032	0.23625
0033	0.23322
0034	0.22713
0035	0.22458
0036	0.22139
0037	0.21748
0038	0.20848
0039	0.21021
0040	0.20445
0041	0.19805
0042	0.19626
0043	0.193
0044	0.18991
0045	0.18876
0046	0.18398
0047	0.18486
0048	0.18163
0049	0.1792
0050	0.17468
0051	0.16814
0052	0.17405
0053	0.17048
0054	0.16693
0055	0.16534
0056	0.15984
0057	0.16161
0058	0.16199
0059	0.1589
0060	0.15347
0061	0.15692
0062	0.15576
0063	0.15381
0064	0.15039
0065	0.15561
0066	0.15148
0067	0.14497
0068	0.14755
0069	0.14333
0070	0.1403
0071	0.14495
0072	0.14658
0073	0.13462
0074	0.14613
0075	0.14248
0076	0.13873
0077	0.13852
0078	0.12236
0079	0.1428
0080	0.13791
0081	0.1329
0082	0.13694
0083	0.13777
0084	0.13872
0085	0.13501
0086	0.13316
0087	0.13082
0088	0.13637
0089	0.13358
0090	0.13499
0091	0.1321
0092	0.13304
0093	0.12618
0094	0.13442
0095	0.12603
0096	0.12597
0097	0.12395
0098	0.1305
0099	0.12291
0100	0.13172
0101	0.1285
0102	0.12335
0103	0.11934
0104	0.13273
0105	0.12744
0106	0.12465
0107	0.12458
0108	0.12522
0109	0.12365
0110	0.12074
0111	0.12102
0112	0.12323
0113	0.12515
0114	0.12009
0115	0.11529
0116	0.11701
0117	0.12314
0118	0.12207
0119	0.11624
0120	0.11777
0121	0.11593
0122	0.12289
0123	0.12217
0124	0.12148
0125	0.11694
0126	0.12142
0127	0.11558
0128	0.11595
0129	0.12196
0130	0.11262
0131	0.12249
0132	0.11776
0133	0.097805
0134	0.1206
0135	0.12012
0136	0.11508
0137	0.1192
0138	0.11288
0139	0.10561
0140	0.11208
0141	0.10953
0142	0.1177
0143	0.12239
0144	0.1026
0145	0.11836
0146	0.11438
0147	0.11865
